config;instance;run;solutionCosts;integerSolutionCosts;optimal;feasible;total running time;total setup costs;number of too late jobs;number of batches;solve_time;total_time;normalized_objective_bound;int_objective_bound;normalization_const_int_to_float_obj;solution_method;instance_number;objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/direct-batch-pos-warmstart-tardiness-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instances/23NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.52.dzn ../../mzn-warmstart-data/warm_start_23NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.52.dzn;1;0.974538621;64250844;1;1;677;140;25;;1.4185;2.61421;3.79E-07;25;65929500;singleobj-mzn-gurobiWS-noBounds;23;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-tardiness.mod $file;../../instances/23NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.52.dat;1;3.79E-07;25;-1;1;1279;346;25;25;3599.98;3600.11;1.37E-07;9;65929500;singleobj-opl-reprjob-noBounds;23;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-warmstart-tardiness.mod $file;../../opl-warmstart-data/warm_start_23NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.52.dat;1;3.79E-07;25;-1;1;647;140;25;10;3599.98;3600.11;1.37E-07;9;65929500;singleobj-opl-reprjob-WS-noBounds;23;tardiness
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/direct-batch-pos-warmstart-batchcount-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instances/24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dzn ../../mzn-warmstart-data/warm_start_24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dzn;1;0.93994709;355300;1;1;689;179;24;12;10.3508;11.292557;3.17E-05;12;378000;singleobj-mzn-gurobiWS-noBounds;24;batchcount
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/direct-batch-pos-batchcount-objective.mzn $file --time-limit 3600000 -v;../../instances/24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dzn;1;0.787407407;297640;1;1;688;173;20;12;21.1113;21.941011;3.17E-05;12;378000;singleobj-mzn-gurobi-noBounds;24;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-batchcount.mod $file;../../instances/24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dat;1;3.17E-05;12;1;1;659;185;24;12;3.93;4.08;3.17E-05;12;378000;singleobj-opl-reprjob-noBounds;24;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-warmstart-batchcount.mod $file;../../opl-warmstart-data/warm_start_24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dat;1;3.17E-05;12;1;1;659;166;23;12;3.54;3.67;3.17E-05;12;378000;singleobj-opl-reprjob-WS-noBounds;24;batchcount
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/direct-batch-pos-warmstart-ovenruntime-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instances/24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dzn ../../mzn-warmstart-data/warm_start_24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dzn;1;0.862698413;326100;-1;1;659;174;22;;3609.0733;3610.22719;0.001687831;638;378000;singleobj-mzn-gurobiWS-noBounds;24;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-ovenruntime.mod $file;../../instances/24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dat;1;0.001743386;659;1;1;659;168;25;12;4.73;4.87;0.001743386;659;378000;singleobj-opl-reprjob-noBounds;24;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-warmstart-ovenruntime.mod $file;../../opl-warmstart-data/warm_start_24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dat;1;0.001743386;659;1;1;659;173;25;12;4.92;5.06;0.001743386;659;378000;singleobj-opl-reprjob-WS-noBounds;24;ovenruntime
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/direct-batch-pos-warmstart-setupcosts-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instances/24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dzn ../../mzn-warmstart-data/warm_start_24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dzn;1;0.93952381;355140;1;1;691;156;24;;131.2167;132.30644;0.000412698;156;378000;singleobj-mzn-gurobiWS-noBounds;24;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-setupcosts.mod $file;../../instances/24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dat;1;0.000412698;156;1;1;676;156;23;12;4.4;4.54;0.000412698;156;378000;singleobj-opl-reprjob-noBounds;24;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-warmstart-setupcosts.mod $file;../../opl-warmstart-data/warm_start_24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dat;1;0.000412698;156;1;1;659;156;23;12;4.38;4.49;0.000412698;156;378000;singleobj-opl-reprjob-WS-noBounds;24;setupcosts
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/direct-batch-pos-warmstart-tardiness-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instances/24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dzn ../../mzn-warmstart-data/warm_start_24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dzn;1;0.794063492;300156;-1;1;847;249;20;;3609.0389;3609.937266;4.76E-05;18;378000;singleobj-mzn-gurobiWS-noBounds;24;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-tardiness.mod $file;../../instances/24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dat;1;5.29E-05;20;1;1;886;252;20;17;1197.09;1197.22;5.29E-05;20;378000;singleobj-opl-reprjob-noBounds;24;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-warmstart-tardiness.mod $file;../../opl-warmstart-data/warm_start_24NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.40.55.dat;1;5.29E-05;20;1;1;1190;388;20;25;1780.42;1780.58;5.29E-05;20;378000;singleobj-opl-reprjob-WS-noBounds;24;tardiness
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/direct-batch-pos-warmstart-batchcount-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instances/25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dzn ../../mzn-warmstart-data/warm_start_25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dzn;1;0.850726424;2391711;1;1;359;105;22;5;1.223;2.30688;1.78E-06;5;2811375;singleobj-mzn-gurobiWS-noBounds;25;batchcount
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/direct-batch-pos-batchcount-objective.mzn $file --time-limit 3600000 -v;../../instances/25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dzn;1;0.927633987;2607927;1;1;383;105;24;5;1.4192;2.265175;1.78E-06;5;2811375;singleobj-mzn-gurobi-noBounds;25;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-batchcount.mod $file;../../instances/25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dat;1;1.78E-06;5;1;1;383;105;25;5;0.08;0.2;1.78E-06;5;2811375;singleobj-opl-reprjob-noBounds;25;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-warmstart-batchcount.mod $file;../../opl-warmstart-data/warm_start_25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dat;1;1.78E-06;5;1;1;383;105;25;5;0.07;0.2;1.78E-06;5;2811375;singleobj-opl-reprjob-WS-noBounds;25;batchcount
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/direct-batch-pos-warmstart-ovenruntime-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instances/25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dzn ../../mzn-warmstart-data/warm_start_25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dzn;1;0.964832866;2712507;1;1;353;105;25;;40.2855;41.45367;0.000125561;353;2811375;singleobj-mzn-gurobiWS-noBounds;25;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-ovenruntime.mod $file;../../instances/25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dat;1;0.000125561;353;1;1;353;105;22;5;2.4;2.54;0.000125561;353;2811375;singleobj-opl-reprjob-noBounds;25;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-warmstart-ovenruntime.mod $file;../../opl-warmstart-data/warm_start_25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dat;1;0.000125561;353;1;1;353;105;25;5;2.57;2.72;0.000125561;353;2811375;singleobj-opl-reprjob-WS-noBounds;25;ovenruntime
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/direct-batch-pos-warmstart-setupcosts-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instances/25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dzn ../../mzn-warmstart-data/warm_start_25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dzn;1;0.851443511;2393727;1;1;383;105;22;;2.126;3.23331;3.73E-05;105;2811375;singleobj-mzn-gurobiWS-noBounds;25;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-setupcosts.mod $file;../../instances/25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dat;1;3.73E-05;105;1;1;383;105;25;5;0.09;0.23;3.73E-05;105;2811375;singleobj-opl-reprjob-noBounds;25;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-warmstart-setupcosts.mod $file;../../opl-warmstart-data/warm_start_25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dat;1;3.73E-05;105;1;1;383;105;25;5;0.06;0.19;3.73E-05;105;2811375;singleobj-opl-reprjob-WS-noBounds;25;setupcosts
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/direct-batch-pos-warmstart-tardiness-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instances/25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dzn ../../mzn-warmstart-data/warm_start_25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dzn;1;0.683563025;1921752;1;1;999;336;17;;1976.8134;1977.89714;6.05E-06;17;2811375;singleobj-mzn-gurobiWS-noBounds;25;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-tardiness.mod $file;../../instances/25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dat;1;6.05E-06;17;-1;1;788;273;17;13;3600.06;3600.18;1.07E-06;3;2811375;singleobj-opl-reprjob-noBounds;25;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-warmstart-tardiness.mod $file;../../opl-warmstart-data/warm_start_25NewRandomOvenSchedulingInstance-n25-k2-a2--2904-12.44.45.dat;1;6.05E-06;17;-1;1;865;315;17;15;3600.06;3600.18;1.07E-06;3;2811375;singleobj-opl-reprjob-WS-noBounds;25;tardiness
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/direct-batch-pos-warmstart-batchcount-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instances/26NewRandomOvenSchedulingInstance-n25-k2-a5--2904-13.00.21.dzn ../../mzn-warmstart-data/warm_start_26NewRandomOvenSchedulingInstance-n25-k2-a5--2904-13.00.21.dzn;1;0.980698413;30892;1;1;69;16;25;9;3.106;4.18579;0.000285714;9;31500;singleobj-mzn-gurobiWS-noBounds;26;batchcount
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/direct-batch-pos-batchcount-objective.mzn $file --time-limit 3600000 -v;../../instances/26NewRandomOvenSchedulingInstance-n25-k2-a5--2904-13.00.21.dzn;1;0.979555556;30856;1;1;66;16;25;9;3.4202;4.306532;0.000285714;9;31500;singleobj-mzn-gurobi-noBounds;26;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/interval-repr-jobs-batchcount.mod $file;../../instances/26NewRandomOvenSchedulingInstance-n25-k2-a5--2904-13.00.21.dat;1;0.000285714;9;1;1;54;13;25;9;0.45;0.57;0.000285714;9;31500;singleobj-opl-reprjob-noBounds;26;batchcount
