config;instance;run;solutionCosts;integerSolutionCosts;optimal;feasible;total running time;total setup costs;number of too late jobs;number of batches;solve_time;total_time;normalized_objective_bound;int_objective_bound;normalization_const_int_to_float_obj;solution_method;instance_number;objective
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/103_warm_start_103RandomOvenSchedulingInstance-n500-k2-a2--2312-08.42.31.dat;1;0.9787877198879552;131035206;-1;1;16614;2673;499;286;3534.66;3600.13;0.46374264052287584;62083546.0;133875000.0;opl-reprjob-LB-WS-UB;103;combined objective
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/104_warm_start_104RandomOvenSchedulingInstance-n500-k2-a2--2312-08.43.18.dat;1;0.5686603174603174;179128;-1;1;1255;218;288;218;3536.67;3600.36;0.3876126984126984;122098.0;315000.0;opl-reprjob-LB-WS-UB;104;combined objective
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/117_warm_start_117RandomOvenSchedulingInstance-n500-k5-a5--2312-10.43.31.dat;1;0.9792507936507937;308464;-1;1;1927;652;498;326;3373.52;3600.15;0.8086095238095238;254712.0;315000.0;opl-reprjob-LB-WS-UB;117;combined objective
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/119_warm_start_119RandomOvenSchedulingInstance-n500-k5-a5--2312-10.45.22.dat;1;0.9143365079365079;288016;-1;1;2004;500;465;337;3392.89;3600.14;0.7762476190476191;244518.0;315000.0;opl-reprjob-LB-WS-UB;119;combined objective
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/15_warm_start_15RandomOvenSchedulingInstance-n10-k5-a2-WithInitialStates.dat;1;0.5971428571428572;37620;1;1;330;100;6;5;4.34;4.38;0.5971428571428572;37620.0;63000.0;opl-reprjob-LB-WS-UB;15;combined objective
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/17_warm_start_17RandomOvenSchedulingInstance-n10-k5-a5-WithInitialStates.dat;1;0.1367063492063492;6101095;1;1;770;85;1;10;1.72;1.75;0.1367063492063492;6101095.0;44629200.0;opl-reprjob-LB-WS-UB;17;combined objective
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/24_warm_start_24RandomOvenSchedulingInstance-n25-k2-a2-WithInitialStates.dat;1;0.7863809523809524;297252;-1;1;659;168;20;12;3600.06;3600.19;0.6693544973544974;253016.0;378000.0;opl-reprjob-LB-WS-UB;24;combined objective
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/33_warm_start_33RandomOvenSchedulingInstance-n25-k5-a2-WithInitialStates.dat;1;0.2986738544474394;1454355;-1;1;888;85;7;17;3600.03;3600.22;0.0934052111410602;454825.0;4869375.0;opl-reprjob-LB-WS-UB;33;combined objective
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/65_warm_start_65RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;0.7351770327178491;208793218;-1;1;3415;974;74;64;3597.68;3600.0;0.4694728067210321;133332155.0;284004000.0;opl-reprjob-LB-WS-UB;65;combined objective
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/71_warm_start_71RandomOvenSchedulingInstance-n100-k5-a2-WithInitialStates.dat;1;0.9636507936507936;60710;-1;1;162;31;100;27;3596.9;3600.0;0.9583492063492064;60376.0;63000.0;opl-reprjob-LB-WS-UB;71;combined objective
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/73_warm_start_73RandomOvenSchedulingInstance-n100-k5-a2-WithInitialStates.dat;1;0.5644761904761905;35562;-1;1;390;201;56;67;3595.81;3600.29;0.46895238095238095;29544.0;63000.0;opl-reprjob-LB-WS-UB;73;combined objective
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/82_warm_start_82RandomOvenSchedulingInstance-n250-k2-a2--2212-22.44.15.dat;1;0.9068825396825397;142834;-1;1;130;38;237;19;3585.0;3600.04;0.8692825396825397;136912.0;157500.0;opl-reprjob-LB-WS-UB;82;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/42_oven_scheduling.minizinc_instance_3012-13.22.43.dzn;1;0.975936507936508;30742;-1;1;176.0;19.0;50.0;28.0;3609.982;3612.62294;0.9753015873015872;30722.0;31500.0;mzn-gurobi-LB-UB;42;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/74_oven_scheduling.minizinc_instance_3012-13.23.41.dzn;1;0.9765595238095238;11320278;-1;1;2939.0;215.0;100.0;64.0;3611.8853;3637.195;0.9731349206349208;11280580.0;11592000.0;mzn-gurobi-LB-UB;74;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/83_oven_scheduling.minizinc_instance_3012-13.23.58.dzn;1;-1.0;-1;-1;-1;;;;;3554.329;;;;;mzn-gurobi-LB-UB;83;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/84_oven_scheduling.minizinc_instance_3012-13.24.00.dzn;1;-1.0;-1;-1;-1;;;;;3553.0857;;;;;mzn-gurobi-LB-UB;84;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/85_oven_scheduling.minizinc_instance_3012-13.24.02.dzn;1;-1.0;-1;-1;-1;;;;;3557.9046;;;;;mzn-gurobi-LB-UB;85;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/86_oven_scheduling.minizinc_instance_3012-13.24.03.dzn;1;-1.0;-1;-1;-1;;;;;3553.3681;;;;;mzn-gurobi-LB-UB;86;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/94_oven_scheduling.minizinc_instance_3012-13.24.19.dzn;1;-1.0;-1;-1;-1;;;;;3455.8695;;;;;mzn-gurobi-LB-UB;94;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/95_oven_scheduling.minizinc_instance_3012-13.24.21.dzn;1;-1.0;-1;-1;-1;;;;;3456.6956;;;;;mzn-gurobi-LB-UB;95;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/96_oven_scheduling.minizinc_instance_3012-13.24.23.dzn;1;-1.0;-1;-1;-1;;;;;3456.9711;;;;;mzn-gurobi-LB-UB;96;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/99_oven_scheduling.minizinc_instance_3012-13.24.28.dzn;1;-1.0;-1;-1;-1;;;;;3455.4382;;;;;mzn-gurobi-LB-UB;99;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/103_oven_scheduling.minizinc_instance_3012-13.24.36.dzn;1;-1.0;-1;-1;-1;;;;;3361.4966;;;;;mzn-gurobi-LB-UB;103;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/45_oven_scheduling.minizinc_instance_3012-13.22.48.dzn;1;0.9771238848108412;136275804;-1;1;1602.0;308.0;50.0;30.0;3610.0484;3612.88625;0.975059815546772;135987936.0;139466250.0;mzn-gurobi-LB-UB;45;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/105_oven_scheduling.minizinc_instance_3012-13.24.41.dzn;1;-1.0;-1;-1;-1;;;;;3371.9042;;;;;mzn-gurobi-LB-UB;105;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/107_oven_scheduling.minizinc_instance_3012-13.24.45.dzn;1;-1.0;-1;-1;-1;;;;;3368.122;;;;;mzn-gurobi-LB-UB;107;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/110_oven_scheduling.minizinc_instance_3012-13.24.51.dzn;1;-1.0;-1;-1;-1;;;;;3352.8594;;;;;mzn-gurobi-LB-UB;110;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/114_oven_scheduling.minizinc_instance_3012-13.24.59.dzn;1;-1.0;-1;-1;-1;;;;;3012.9672;;;;;mzn-gurobi-LB-UB;114;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/115_oven_scheduling.minizinc_instance_3012-13.25.01.dzn;1;-1.0;-1;-1;-1;;;;;3015.821;;;;;mzn-gurobi-LB-UB;115;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/117_oven_scheduling.minizinc_instance_3012-13.25.05.dzn;1;-1.0;-1;-1;-1;;;;;2967.117;;;;;mzn-gurobi-LB-UB;117;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/119_oven_scheduling.minizinc_instance_3012-13.25.09.dzn;1;-1.0;-1;-1;-1;;;;;2969.2596;;;;;mzn-gurobi-LB-UB;119;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/55_oven_scheduling.minizinc_instance_3012-13.23.06.dzn;1;0.98467638483965;139319400;-1;1;1930.0;264.0;50.0;37.0;3609.0614;3615.72723;0.984466890283594;139289759.139;141487500.0;mzn-gurobi-LB-UB;55;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/60_oven_scheduling.minizinc_instance_3012-13.23.15.dzn;1;0.8274980278980278;98921183;-1;1;1507.0;229.0;42.0;32.0;3609.8847;3616.90931;0.7492073847075308;89562123.7864;119542500.0;mzn-gurobi-LB-UB;60;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/65_oven_scheduling.minizinc_instance_3012-13.23.25.dzn;1;0.762397635244574;216523978;-1;1;3229.0;998.0;77.0;65.0;3610.5933;3620.00356;0.4918979591836734;139700988.0;284004000.0;mzn-gurobi-LB-UB;65;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/66_oven_scheduling.minizinc_instance_3012-13.23.26.dzn;1;0.9842539682539684;62008;-1;1;403.0;66.0;100.0;66.0;3610.7951;3620.8232;0.9798412698412698;61730.0;63000.0;mzn-gurobi-LB-UB;66;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/68_oven_scheduling.minizinc_instance_3012-13.23.30.dzn;1;0.9828316713352008;302626157;-1;1;3766.0;609.0;100.0;71.0;3610.191;3620.6513;0.9796762651727358;301654568.0;307912500.0;mzn-gurobi-LB-UB;68;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/70_oven_scheduling.minizinc_instance_3012-13.23.34.dzn;1;0.8105304029304029;66382440;-1;1;3819.0;420.0;82.0;73.0;3611.147;3621.7184;0.7123179487179487;58338840.0;81900000.0;mzn-gurobi-LB-UB;70;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-default.mzn --time-limit 3600000 -v;../../instancesUC1withLB/mzn/73_oven_scheduling.minizinc_instance_3012-13.23.39.dzn;1;0.6178730158730159;38926;-1;1;343.0;177.0;62.0;59.0;3613.0558;3635.5078;0.4915555555555556;30968.0;63000.0;mzn-gurobi-LB-UB;73;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-default.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/42_oven_scheduling.minizinc_instance_3012-13.22.43.dzn ../../instancesUC1withLB/mzn/warmstart/42_warm_start_42RandomOvenSchedulingInstance-n50-k2-a2-WithInitialStates.dzn;1;0.975936507936508;30742;-1;1;176.0;19.0;50.0;28.0;3610.25;3613.09891;0.9745396825396826;30698.0;31500.0;mzn-gurobiWS-LB-UB;42;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-default.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/74_oven_scheduling.minizinc_instance_3012-13.23.41.dzn ../../instancesUC1withLB/mzn/warmstart/74_warm_start_74RandomOvenSchedulingInstance-n100-k5-a2-WithInitialStates.dzn;1;0.9763333333333334;11317656;-1;1;2913.0;210.0;100.0;61.0;3612.1165;3637.2679;0.9731349206349208;11280580.0;11592000.0;mzn-gurobiWS-LB-UB;74;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-default.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/83_oven_scheduling.minizinc_instance_3012-13.23.58.dzn ../../instancesUC1withLB/mzn/warmstart/83_warm_start_83RandomOvenSchedulingInstance-n250-k2-a2--2212-22.44.53.dzn;1;-1.0;-1;-1;-1;;;;;3555.045;;;;;mzn-gurobiWS-LB-UB;83;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-default.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/84_oven_scheduling.minizinc_instance_3012-13.24.00.dzn ../../instancesUC1withLB/mzn/warmstart/84_warm_start_84RandomOvenSchedulingInstance-n250-k2-a2--2212-22.44.59.dzn;1;-1.0;-1;-1;-1;;;;;3550.3515;;;;;mzn-gurobiWS-LB-UB;84;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-default.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/85_oven_scheduling.minizinc_instance_3012-13.24.02.dzn ../../instancesUC1withLB/mzn/warmstart/85_warm_start_85RandomOvenSchedulingInstance-n250-k2-a2--2212-22.47.02.dzn;1;-1.0;-1;-1;-1;;;;;3555.1143;;;;;mzn-gurobiWS-LB-UB;85;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-default.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/86_oven_scheduling.minizinc_instance_3012-13.24.03.dzn ../../instancesUC1withLB/mzn/warmstart/86_warm_start_86RandomOvenSchedulingInstance-n250-k2-a5--2212-22.47.09.dzn;1;-1.0;-1;-1;-1;;;;;3552.552;;;;;mzn-gurobiWS-LB-UB;86;combined objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-default.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/94_oven_scheduling.minizinc_instance_3012-13.24.19.dzn ../../instancesUC1withLB/mzn/warmstart/94_warm_start_94RandomOvenSchedulingInstance-n250-k5-a2--2212-22.48.56.dzn;1;-1.0;-1;-1;-1;;;;;3454.4804;;;;;mzn-gurobiWS-LB-UB;94;combined objective
